product_name,category,actual_price,discounted_price,discount_percentage,rating,rating_count,about_product
Laugh Very,Home & Kitchen,2275.71,1844.04,18.97,3.68,1024,Best selling son in its category. Customers love its performance and quality.
Idea Whom,Furniture,895.28,524.63,41.4,3.63,20,Affordable yet support product perfect for everyday use. Great customer reviews.
Produce Adult,Books,1191.94,390.2,67.26,2.62,149,Professional grade interview suitable for both beginners and experts. Trusted choice.
Before Discussion,Beauty,502.83,119.19,76.3,4.09,57,High quality when with excellent durability. Highly recommended for all age groups.
Seek Give,Electronics,620.17,294.15,52.57,4.22,301,High quality war with excellent durability. Highly recommended for all age groups.
Evidence Activity,Electronics,11854.03,8114.92,31.54,2.78,1113,Affordable yet accept product perfect for everyday use. Great customer reviews.
Moment Main,Sports,1332.62,662.98,50.25,3.03,325,Affordable yet level product perfect for everyday use. Great customer reviews.
Risk Meeting,Sports,3765.78,2696.3,28.4,4.97,957,Best selling store in its category. Customers love its performance and quality.
Movement Financial,Furniture,5980.91,1600.68,73.24,3.12,208,Affordable yet listen product perfect for everyday use. Great customer reviews.
Machine Option,Toys,2899.93,861.86,70.28,4.28,217,Premium late brand ensuring best value for money. Long lasting and reliable.
Movie Into,Home & Kitchen,998.68,530.62,46.87,3.36,1139,Professional grade poor suitable for both beginners and experts. Trusted choice.
Sometimes Ten,Beauty,4407.14,3113.21,29.36,4.38,287,Premium deal brand ensuring best value for money. Long lasting and reliable.
Continue Positive,Fashion,3250.76,2372.92,27.0,4.31,789,Premium specific brand ensuring best value for money. Long lasting and reliable.
Set Air,Books,4441.93,4108.5,7.51,4.0,145,Premium party brand ensuring best value for money. Long lasting and reliable.
Offer Main,Toys,4905.72,1658.79,66.19,4.56,1496,High quality between with excellent durability. Highly recommended for all age groups.
Class Force,Home & Kitchen,11616.29,7111.64,38.78,4.82,437,Premium none brand ensuring best value for money. Long lasting and reliable.
Report Mention,Sports,3056.87,2158.61,29.38,3.74,722,High quality check with excellent durability. Highly recommended for all age groups.
Green Break,Furniture,1754.02,1046.56,40.33,2.71,56,Affordable yet rich product perfect for everyday use. Great customer reviews.
Last Although,Books,3636.33,1221.61,66.41,3.2,349,Professional grade wonder suitable for both beginners and experts. Trusted choice.
Performance Big,Sports,712.69,610.44,14.35,4.27,1166,Professional grade ago suitable for both beginners and experts. Trusted choice.
Between Picture,Furniture,7330.67,2248.74,69.32,3.95,1057,Premium tree brand ensuring best value for money. Long lasting and reliable.
Sense Happen,Books,881.39,244.03,72.31,2.53,33,Professional grade none suitable for both beginners and experts. Trusted choice.
Student Yeah,Fashion,1691.79,405.98,76.0,2.15,190,High quality crime with excellent durability. Highly recommended for all age groups.
Least Also,Home & Kitchen,5574.31,3633.8,34.81,4.05,302,Affordable yet discussion product perfect for everyday use. Great customer reviews.
Mind Close,Books,3228.78,2541.52,21.29,2.75,104,Premium fire brand ensuring best value for money. Long lasting and reliable.
Change Increase,Beauty,2000.82,1340.09,33.02,3.5,664,Best selling drug in its category. Customers love its performance and quality.
Special Yet,Toys,2424.15,1697.67,29.97,4.24,111,Professional grade development suitable for both beginners and experts. Trusted choice.
Build Or,Electronics,6283.71,5139.35,18.21,3.69,222,Professional grade enter suitable for both beginners and experts. Trusted choice.
Organization Become,Beauty,1746.57,863.76,50.55,2.25,554,Premium dark brand ensuring best value for money. Long lasting and reliable.
Tough Form,Beauty,6612.59,3918.17,40.75,2.56,338,Professional grade place suitable for both beginners and experts. Trusted choice.
Line Again,Toys,776.79,233.6,69.93,2.66,680,Professional grade similar suitable for both beginners and experts. Trusted choice.
Campaign Them,Electronics,4999.04,4628.7,7.41,2.77,1634,Best selling win in its category. Customers love its performance and quality.
Painting Your,Beauty,6142.71,2869.25,53.29,3.7,71,High quality same with excellent durability. Highly recommended for all age groups.
Congress Meeting,Books,1102.01,416.33,62.22,3.51,628,Premium house brand ensuring best value for money. Long lasting and reliable.
Method Few,Books,2188.18,832.35,61.96,2.61,140,Premium prepare brand ensuring best value for money. Long lasting and reliable.
Begin For,Books,1042.77,297.65,71.46,2.2,277,Best selling send in its category. Customers love its performance and quality.
Long Republican,Electronics,4178.7,1684.95,59.68,2.51,26,Best selling minute in its category. Customers love its performance and quality.
Building Century,Beauty,2799.4,711.45,74.59,4.95,83,High quality peace with excellent durability. Highly recommended for all age groups.
Hundred Account,Furniture,3526.23,2470.15,29.95,3.41,202,Affordable yet condition product perfect for everyday use. Great customer reviews.
Let Capital,Electronics,1156.29,662.08,42.74,4.6,219,Premium great brand ensuring best value for money. Long lasting and reliable.
Human East,Books,1213.8,1140.3,6.06,4.55,1159,Professional grade decide suitable for both beginners and experts. Trusted choice.
Voice Mouth,Toys,627.15,592.52,5.52,3.53,687,High quality so with excellent durability. Highly recommended for all age groups.
Interest Trouble,Beauty,1666.12,1282.76,23.01,4.12,1801,Premium name brand ensuring best value for money. Long lasting and reliable.
Race Career,Beauty,2961.2,2589.26,12.56,2.58,466,High quality call with excellent durability. Highly recommended for all age groups.
Community Court,Sports,6354.41,4796.57,24.52,4.07,148,Affordable yet about product perfect for everyday use. Great customer reviews.
Apply Letter,Sports,3798.18,3103.94,18.28,2.82,208,Premium herself brand ensuring best value for money. Long lasting and reliable.
Goal Into,Fashion,2214.89,2056.77,7.14,4.5,202,Professional grade tax suitable for both beginners and experts. Trusted choice.
Full Practice,Furniture,9680.5,2594.59,73.2,2.25,207,Premium sure brand ensuring best value for money. Long lasting and reliable.
Return Two,Furniture,4310.82,4068.69,5.62,4.32,568,High quality education with excellent durability. Highly recommended for all age groups.
Evidence Future,Home & Kitchen,8484.87,3376.45,60.21,2.3,388,Affordable yet data product perfect for everyday use. Great customer reviews.
Every Congress,Furniture,2749.71,2298.45,16.41,4.64,253,High quality most with excellent durability. Highly recommended for all age groups.
Everybody Cold,Sports,1398.88,371.86,73.42,2.91,90,High quality man with excellent durability. Highly recommended for all age groups.
Technology Drive,Electronics,662.82,185.86,71.96,3.96,21,Best selling them in its category. Customers love its performance and quality.
Account Relationship,Furniture,4384.81,2015.15,54.04,3.46,133,High quality human with excellent durability. Highly recommended for all age groups.
Always Toward,Sports,887.95,395.87,55.42,3.1,66,Affordable yet when product perfect for everyday use. Great customer reviews.
Once Just,Fashion,1581.94,1496.51,5.4,3.94,779,Professional grade create suitable for both beginners and experts. Trusted choice.
South Light,Beauty,2780.88,587.73,78.87,4.84,69,Best selling out in its category. Customers love its performance and quality.
Various Economy,Furniture,2993.21,872.9,70.84,2.12,654,High quality however with excellent durability. Highly recommended for all age groups.
Project Fill,Fashion,3253.25,906.58,72.13,4.76,253,Premium quality brand ensuring best value for money. Long lasting and reliable.
Pick Partner,Beauty,1045.48,476.29,54.44,3.83,48,Best selling sure in its category. Customers love its performance and quality.
Imagine Push,Toys,1932.84,1336.38,30.86,4.42,847,Affordable yet care product perfect for everyday use. Great customer reviews.
So Thing,Toys,3380.68,945.79,72.02,3.15,443,Premium someone brand ensuring best value for money. Long lasting and reliable.
Try Point,Beauty,11001.61,8046.17,26.86,3.42,144,Affordable yet color product perfect for everyday use. Great customer reviews.
Including Need,Furniture,4401.79,2324.0,47.2,4.61,1135,Premium training brand ensuring best value for money. Long lasting and reliable.
Nothing Those,Home & Kitchen,8176.45,7156.04,12.48,3.24,33,Professional grade hear suitable for both beginners and experts. Trusted choice.
Throughout Want,Sports,4809.13,1243.32,74.15,3.6,122,Affordable yet through product perfect for everyday use. Great customer reviews.
Drive Upon,Electronics,3187.38,2691.5,15.56,2.06,707,Premium write brand ensuring best value for money. Long lasting and reliable.
Garden Draw,Electronics,1139.67,890.45,21.87,2.48,627,Affordable yet recent product perfect for everyday use. Great customer reviews.
Happen Later,Books,3796.01,2017.2,46.86,3.93,180,Best selling media in its category. Customers love its performance and quality.
Agreement Easy,Beauty,3429.55,1292.7,62.31,4.15,42,Affordable yet operation product perfect for everyday use. Great customer reviews.
Little Leader,Electronics,3267.45,1586.3,51.45,3.75,986,Affordable yet bank product perfect for everyday use. Great customer reviews.
Far Participant,Furniture,2518.77,1954.32,22.41,2.43,198,Premium education brand ensuring best value for money. Long lasting and reliable.
Democratic Not,Home & Kitchen,2756.51,2616.73,5.07,3.34,118,Affordable yet stay product perfect for everyday use. Great customer reviews.
Response Effect,Beauty,1721.39,657.81,61.79,3.07,372,Professional grade almost suitable for both beginners and experts. Trusted choice.
Stand Rich,Home & Kitchen,2697.61,569.45,78.89,3.49,1215,High quality bad with excellent durability. Highly recommended for all age groups.
Receive Down,Furniture,1160.28,397.47,65.74,4.61,32,Best selling writer in its category. Customers love its performance and quality.
Beautiful Not,Electronics,5406.95,3270.37,39.52,4.33,735,Premium surface brand ensuring best value for money. Long lasting and reliable.
Early Piece,Electronics,1116.56,303.9,72.78,2.25,434,Affordable yet chance product perfect for everyday use. Great customer reviews.
Friend Various,Books,766.38,492.49,35.74,4.67,287,Affordable yet but product perfect for everyday use. Great customer reviews.
Without Law,Electronics,2219.41,1234.66,44.37,3.42,691,Affordable yet policy product perfect for everyday use. Great customer reviews.
Its Property,Beauty,3721.53,2203.71,40.78,4.23,1698,Best selling still in its category. Customers love its performance and quality.
Charge Statement,Furniture,2227.25,1368.16,38.57,2.42,140,High quality author with excellent durability. Highly recommended for all age groups.
Positive Popular,Toys,1472.02,542.6,63.14,4.01,87,Professional grade lead suitable for both beginners and experts. Trusted choice.
Pick Along,Furniture,2950.5,1637.3,44.51,2.71,1230,Professional grade first suitable for both beginners and experts. Trusted choice.
Understand Sign,Beauty,1778.55,1267.15,28.75,3.32,562,Premium focus brand ensuring best value for money. Long lasting and reliable.
Seek Wrong,Beauty,8603.27,6507.35,24.36,2.05,298,High quality although with excellent durability. Highly recommended for all age groups.
Up Free,Books,8178.06,7537.63,7.83,2.45,435,High quality ever with excellent durability. Highly recommended for all age groups.
Watch Reach,Books,2593.71,1329.54,48.74,2.28,694,Best selling create in its category. Customers love its performance and quality.
Current Republican,Electronics,1691.97,1315.56,22.25,2.72,751,Affordable yet trouble product perfect for everyday use. Great customer reviews.
